Entry	Reviewed	Entry Name	Length	Pfam	PDB
A0A4Q7LNX4	unreviewed	A0A4Q7LNX4_9MICO	85	PF01402;	
A0A4Q7LWV5	unreviewed	A0A4Q7LWV5_9MICO	52	PF01402;	
A0A4Q7LXK2	unreviewed	A0A4Q7LXK2_9BURK	88	PF01402;	
A0A4Q7LYS2	unreviewed	A0A4Q7LYS2_9MICO	66	PF01402;	
A0A4Q7NCY7	unreviewed	A0A4Q7NCY7_9BURK	58	PF01402;	
A0A4Q7Q4W9	unreviewed	A0A4Q7Q4W9_9ACTN	91	PF01402;	
A0A4Q7QLS9	unreviewed	A0A4Q7QLS9_9ACTN	73	PF01402;	
A0A4Q7R173	unreviewed	A0A4Q7R173_9ACTN	54	PF01402;	
A0A4Q7SKB0	unreviewed	A0A4Q7SKB0_9SPHN	179	PF05713;PF01402;	
A0A4Q7T4P6	unreviewed	A0A4Q7T4P6_9SPHN	88	PF01402;	
A0A4Q7TWM7	unreviewed	A0A4Q7TWM7_9MICO	74	PF01402;	
A0A4Q7V2E8	unreviewed	A0A4Q7V2E8_9PSEU	88	PF01402;	
A0A4Q7V3N1	unreviewed	A0A4Q7V3N1_9BURK	86	PF01402;	
A0A4Q7VCQ2	unreviewed	A0A4Q7VCQ2_9BURK	90	PF01402;	
A0A4Q7VYB4	unreviewed	A0A4Q7VYB4_9ACTN	54	PF01402;	
A0A4Q7W6K7	unreviewed	A0A4Q7W6K7_9ACTN	118	PF01402;	
A0A4Q7XKC9	unreviewed	A0A4Q7XKC9_9ACTN	64	PF01402;	
A0A4Q7XN03	unreviewed	A0A4Q7XN03_9ACTN	75	PF01402;	
A0A4Q7Y7D7	unreviewed	A0A4Q7Y7D7_9ACTN	66	PF01402;	
A0A4Q7ZBV7	unreviewed	A0A4Q7ZBV7_9GAMM	80	PF01402;	
A0A4Q7ZC13	unreviewed	A0A4Q7ZC13_9GAMM	80	PF01402;	
A0A4Q8BS11	unreviewed	A0A4Q8BS11_9ACTN	73	PF01402;	
A0A4Q8CFP6	unreviewed	A0A4Q8CFP6_9ACTN	64	PF01402;	
A0A4Q8D070	unreviewed	A0A4Q8D070_9GAMM	87	PF01402;	
A0A4Q8D2R1	unreviewed	A0A4Q8D2R1_9GAMM	78	PF01402;	
A0A4Q8KZN4	unreviewed	A0A4Q8KZN4_9STRE	45	PF01402;	
A0A4Q8LF24	unreviewed	A0A4Q8LF24_9GAMM	92	PF01402;	
A0A4Q8ME58	unreviewed	A0A4Q8ME58_9HYPH	67	PF01402;	
A0A4Q8ML57	unreviewed	A0A4Q8ML57_9HYPH	85	PF01402;	
A0A4Q8P6M0	unreviewed	A0A4Q8P6M0_SALET	82	PF01402;	
A0A4Q8PAS6	unreviewed	A0A4Q8PAS6_SALET	97	PF01402;	
A0A4Q8PFX8	unreviewed	A0A4Q8PFX8_SALET	82	PF01402;	
A0A4Q8QTM3	unreviewed	A0A4Q8QTM3_9BRAD	52	PF01402;	
A0A4Q8S0D3	unreviewed	A0A4Q8S0D3_9BACT	50	PF01402;	
A0A4Q8S8Q0	unreviewed	A0A4Q8S8Q0_SALHA	97	PF01402;	
A0A4Q8T9K7	unreviewed	A0A4Q8T9K7_9ALTE	82	PF01402;	
A0A4Q8ULI0	unreviewed	A0A4Q8ULI0_9MICC	66	PF01402;	
A0A4Q8WQS7	unreviewed	A0A4Q8WQS7_ENTCL	73	PF01402;	
A0A4Q8YVV8	unreviewed	A0A4Q8YVV8_RHILE	86	PF01402;	
A0A4Q9AXP0	unreviewed	A0A4Q9AXP0_9DEIN	104	PF01402;	
A0A4Q9AXT4	unreviewed	A0A4Q9AXT4_9DEIN	95	PF01402;	
A0A4Q9D6D9	unreviewed	A0A4Q9D6D9_9GAMM	101	PF01402;	
A0A4Q9DHQ8	unreviewed	A0A4Q9DHQ8_9BACL	93	PF01402;	
A0A4Q9ESX8	unreviewed	A0A4Q9ESX8_9GAMM	82	PF01402;	
A0A4Q9FYH8	unreviewed	A0A4Q9FYH8_9PSED	79	PF01402;	
A0A4Q9H0T5	unreviewed	A0A4Q9H0T5_9BURK	89	PF01402;	
A0A4Q9J1V4	unreviewed	A0A4Q9J1V4_9CYAN	56	PF01402;	
A0A4Q9J8S4	unreviewed	A0A4Q9J8S4_9CYAN	56	PF01402;	
A0A4Q9JEH3	unreviewed	A0A4Q9JEH3_9CYAN	151	PF01402;	
A0A4Q9JEI9	unreviewed	A0A4Q9JEI9_9CYAN	45	PF01402;	
A0A4Q9KAJ0	unreviewed	A0A4Q9KAJ0_9ACTN	76	PF01402;	
A0A4Q9KKH5	unreviewed	A0A4Q9KKH5_PROTD	102	PF01402;	
A0A4Q9KKZ4	unreviewed	A0A4Q9KKZ4_PROTD	84	PF01402;	
A0A4Q9KPG5	unreviewed	A0A4Q9KPG5_PROTD	63	PF01402;	
A0A4Q9QVB9	unreviewed	A0A4Q9QVB9_9PSED	90	PF01402;	
A0A4Q9QYX2	unreviewed	A0A4Q9QYX2_9PSED	90	PF01402;	
A0A4Q9R5R9	unreviewed	A0A4Q9R5R9_9PSED	90	PF01402;	
A0A4Q9R6B5	unreviewed	A0A4Q9R6B5_9PSED	90	PF01402;	
A0A4Q9RCU6	unreviewed	A0A4Q9RCU6_9PSED	87	PF01402;	
A0A4Q9T9E4	unreviewed	A0A4Q9T9E4_9GAMM	60	PF01402;	
A0A4Q9UWK8	unreviewed	A0A4Q9UWK8_9GAMM	59	PF01402;	
A0A4Q9VIA2	unreviewed	A0A4Q9VIA2_9GAMM	90	PF01402;	
A0A4R0A181	unreviewed	A0A4R0A181_9HYPH	92	PF01402;	
A0A4R0A5M3	unreviewed	A0A4R0A5M3_9HYPH	76	PF01402;	
A0A4R0BCD3	unreviewed	A0A4R0BCD3_RHILV	96	PF01402;	
A0A4R0BFT6	unreviewed	A0A4R0BFT6_RHILV	72	PF01402;	
A0A4R0BJZ1	unreviewed	A0A4R0BJZ1_RHILV	76	PF01402;	
A0A4R0FQN1	unreviewed	A0A4R0FQN1_9ENTR	80	PF01402;	
A0A4R0FYT4	unreviewed	A0A4R0FYT4_9ENTR	80	PF01402;	
A0A4R0FZY8	unreviewed	A0A4R0FZY8_9ENTR	95	PF01402;	
A0A4R0GCP6	unreviewed	A0A4R0GCP6_9ENTR	95	PF01402;	
A0A4R0H4P3	unreviewed	A0A4R0H4P3_9ACTN	54	PF01402;	
A0A4R0HI00	unreviewed	A0A4R0HI00_9ACTN	73	PF01402;	
A0A4R0HQ11	unreviewed	A0A4R0HQ11_9ACTN	91	PF01402;	
A0A4R0HXM4	unreviewed	A0A4R0HXM4_9ENTR	93	PF01402;	
A0A4R0IA96	unreviewed	A0A4R0IA96_9ACTN	54	PF01402;	
A0A4R0IPK4	unreviewed	A0A4R0IPK4_9ACTN	75	PF01402;	
A0A4R0IPR6	unreviewed	A0A4R0IPR6_9ACTN	96	PF01402;	
A0A4R0IVE4	unreviewed	A0A4R0IVE4_9ACTN	54	PF01402;	
A0A4R0J6J0	unreviewed	A0A4R0J6J0_9ACTN	94	PF01402;	
A0A4R0JAD7	unreviewed	A0A4R0JAD7_9ACTN	73	PF01402;	
A0A4R0JCE0	unreviewed	A0A4R0JCE0_9ACTN	144	PF01402;	
A0A4R0JFN4	unreviewed	A0A4R0JFN4_9ACTN	84	PF01402;	
A0A4R0JQ25	unreviewed	A0A4R0JQ25_9ACTN	65	PF01402;	
A0A4R0JRG8	unreviewed	A0A4R0JRG8_9ACTN	54	PF01402;	
A0A4R0JY24	unreviewed	A0A4R0JY24_9ACTN	65	PF01402;	
A0A4R0K091	unreviewed	A0A4R0K091_9ACTN	91	PF01402;	
A0A4R0KLP6	unreviewed	A0A4R0KLP6_9ACTN	73	PF01402;	
A0A4R0L0X9	unreviewed	A0A4R0L0X9_9ACTN	54	PF01402;	
A0A4R0M6F3	unreviewed	A0A4R0M6F3_CITBR	82	PF01402;	
A0A4R0QKH4	unreviewed	A0A4R0QKH4_9CHLB	84	PF01402;	
A0A4R0QU49	unreviewed	A0A4R0QU49_9CHLB	86	PF01402;	
A0A4R0TW51	unreviewed	A0A4R0TW51_BIFLN	93	PF01402;	
A0A4R0UMK6	unreviewed	A0A4R0UMK6_BIFLN	93	PF01402;	
A0A4R0VVQ6	unreviewed	A0A4R0VVQ6_BIFLN	93	PF01402;	
A0A4R0WKA7	unreviewed	A0A4R0WKA7_BIFLN	93	PF01402;	
A0A4R0Y863	unreviewed	A0A4R0Y863_9PROT	86	PF01402;	
A0A4R0YJY7	unreviewed	A0A4R0YJY7_9PROT	96	PF01402;	
A0A4R1BIJ9	unreviewed	A0A4R1BIJ9_9PROT	96	PF01402;	
A0A4R1BRM5	unreviewed	A0A4R1BRM5_9ACTN	81	PF01402;	
A0A4R1BS12	unreviewed	A0A4R1BS12_9PROT	96	PF01402;	
A0A4R1BT43	unreviewed	A0A4R1BT43_9ACTN	75	PF01402;	
A0A4R1D305	unreviewed	A0A4R1D305_9ACTN	97	PF01402;	
A0A4R1D7Z4	unreviewed	A0A4R1D7Z4_9ACTN	81	PF01402;	
A0A4R1DFK6	unreviewed	A0A4R1DFK6_9ACTN	75	PF01402;	
A0A4R1FMZ7	unreviewed	A0A4R1FMZ7_9PAST	57	PF01402;	
A0A4R1FNF4	unreviewed	A0A4R1FNF4_9NOCA	80	PF01402;	
A0A4R1G7G6	unreviewed	A0A4R1G7G6_9BACT	79	PF01402;	
A0A4R1IDI1	unreviewed	A0A4R1IDI1_ANCAQ	157	PF08753;PF01402;	
A0A4R1JL88	unreviewed	A0A4R1JL88_9GAMM	97	PF01402;	
A0A4R1NIH6	unreviewed	A0A4R1NIH6_9GAMM	99	PF01402;	
A0A4R1NM91	unreviewed	A0A4R1NM91_9GAMM	93	PF01402;	
A0A4R1NWG7	unreviewed	A0A4R1NWG7_9BURK	89	PF01402;	
A0A4R1PAT2	unreviewed	A0A4R1PAT2_9BURK	90	PF01402;	
A0A4R1QAK4	unreviewed	A0A4R1QAK4_9FIRM	92	PF01402;	
A0A4R1QZ15	unreviewed	A0A4R1QZ15_9FIRM	160	PF01402;	
A0A4R1S232	unreviewed	A0A4R1S232_9FIRM	90	PF01402;	
A0A4R1SBQ1	unreviewed	A0A4R1SBQ1_9HYPH	71	PF01402;	
A0A4R1SY35	unreviewed	A0A4R1SY35_9HYPH	45	PF01402;	
A0A4R1TDZ2	unreviewed	A0A4R1TDZ2_9HYPH	81	PF01402;	
A0A4R1U4J1	unreviewed	A0A4R1U4J1_9SPHN	76	PF01402;	
A0A4R1V439	unreviewed	A0A4R1V439_9MICO	87	PF01402;	
A0A4R1VVM4	unreviewed	A0A4R1VVM4_9SPHN	95	PF01402;	
A0A4R1WFB9	unreviewed	A0A4R1WFB9_9ACTN	76	PF01402;	
A0A4R1WNF0	unreviewed	A0A4R1WNF0_9HYPH	106	PF01402;	
A0A4R1WVB7	unreviewed	A0A4R1WVB7_9ACTN	91	PF01402;	
A0A4R1WYZ1	unreviewed	A0A4R1WYZ1_9ACTN	54	PF01402;	
A0A4R1X105	unreviewed	A0A4R1X105_9HYPH	75	PF01402;	
A0A4R1X1Y1	unreviewed	A0A4R1X1Y1_9HYPH	81	PF01402;	
A0A4R1X3V9	unreviewed	A0A4R1X3V9_9HYPH	86	PF01402;	
A0A4R1YIG9	unreviewed	A0A4R1YIG9_9HYPH	90	PF01402;	
A0A4R1YII1	unreviewed	A0A4R1YII1_9HYPH	86	PF01402;	
A0A4R1Z2U0	unreviewed	A0A4R1Z2U0_9BACL	90	PF01402;	
A0A4R2BWJ2	unreviewed	A0A4R2BWJ2_9ACTN	71	PF01402;	
A0A4R2CCP1	unreviewed	A0A4R2CCP1_9ACTN	76	PF01402;	
A0A4R2CH89	unreviewed	A0A4R2CH89_9HYPH	83	PF01402;	
A0A4R2CPU4	unreviewed	A0A4R2CPU4_9NOCA	86	PF01402;	
A0A4R2CSH4	unreviewed	A0A4R2CSH4_9ACTN	54	PF01402;	
A0A4R2CZA8	unreviewed	A0A4R2CZA8_9HYPH	87	PF01402;	
A0A4R2D1K6	unreviewed	A0A4R2D1K6_9NOCA	86	PF01402;	
A0A4R2FEX8	unreviewed	A0A4R2FEX8_9VIBR	86	PF01402;	
A0A4R2H8V2	unreviewed	A0A4R2H8V2_9ACTN	54	PF01402;	
A0A4R2HGL3	unreviewed	A0A4R2HGL3_9ACTN	75	PF01402;	
A0A4R2J0L7	unreviewed	A0A4R2J0L7_9ACTN	54	PF01402;	
A0A4R2J188	unreviewed	A0A4R2J188_9ACTN	70	PF01402;	
A0A4R2K1H5	unreviewed	A0A4R2K1H5_9PSEU	68	PF01402;	
A0A4R2K8Z8	unreviewed	A0A4R2K8Z8_9FIRM	112	PF05713;PF01402;	
A0A4R2KBG3	unreviewed	A0A4R2KBG3_9THEO	91	PF01402;	
A0A4R2KUP5	unreviewed	A0A4R2KUP5_9GAMM	80	PF01402;	
A0A4R2L276	unreviewed	A0A4R2L276_9CLOT	91	PF01402;	
A0A4R2L3N2	unreviewed	A0A4R2L3N2_9GAMM	78	PF01402;	
A0A4R2L8G7	unreviewed	A0A4R2L8G7_9GAMM	72	PF01402;	
A0A4R2MDZ7	unreviewed	A0A4R2MDZ7_RUBGE	96	PF01402;	
A0A4R2NC97	unreviewed	A0A4R2NC97_9PAST	90	PF01402;	
A0A4R2P6H8	unreviewed	A0A4R2P6H8_RHOSA	79	PF01402;	
A0A4R2PCI6	unreviewed	A0A4R2PCI6_9SPHN	78	PF01402;	
A0A4R2QY57	unreviewed	A0A4R2QY57_9PSEU	74	PF01402;	
A0A4R2R2J5	unreviewed	A0A4R2R2J5_9BACL	90	PF01402;	
A0A4R2R662	unreviewed	A0A4R2R662_9PSEU	56	PF01402;	
A0A4R2RMT4	unreviewed	A0A4R2RMT4_9BACL	90	PF01402;	
A0A4R2RUH7	unreviewed	A0A4R2RUH7_9SPHN	88	PF01402;	
A0A4R2RWS5	unreviewed	A0A4R2RWS5_9FIRM	89	PF01402;	
A0A4R2S6F9	unreviewed	A0A4R2S6F9_9HYPH	45	PF01402;	
A0A4R2SMY0	unreviewed	A0A4R2SMY0_9HYPH	150	PF01402;	
A0A4R2SVV9	unreviewed	A0A4R2SVV9_9SPHN	76	PF01402;	
A0A4R2T755	unreviewed	A0A4R2T755_9SPHN	76	PF01402;	
A0A4R2TQ06	unreviewed	A0A4R2TQ06_9SPHN	63	PF01402;	
A0A4R2TTF4	unreviewed	A0A4R2TTF4_9HYPH	83	PF01402;	
A0A4R2TTX6	unreviewed	A0A4R2TTX6_9SPHN	76	PF01402;	
A0A4R2TYM5	unreviewed	A0A4R2TYM5_9CLOT	91	PF01402;	
A0A4R2U001	unreviewed	A0A4R2U001_9HYPH	45	PF01402;	
A0A4R2U499	unreviewed	A0A4R2U499_9HYPH	81	PF01402;	
A0A4R2U4S9	unreviewed	A0A4R2U4S9_9HYPH	86	PF01402;	
A0A4R2VLZ7	unreviewed	A0A4R2VLZ7_9HYPH	81	PF01402;	
A0A4R2XXZ7	unreviewed	A0A4R2XXZ7_9SPHN	139	PF01402;	
A0A4R2XZ63	unreviewed	A0A4R2XZ63_RAOOR	97	PF01402;	
A0A4R2Z303	unreviewed	A0A4R2Z303_9GAMM	108	PF01402;	
A0A4R3A3H5	unreviewed	A0A4R3A3H5_9HYPH	90	PF01402;	
A0A4R3A954	unreviewed	A0A4R3A954_9HYPH	95	PF01402;	
A0A4R3BEC2	unreviewed	A0A4R3BEC2_9ACTN	94	PF01402;	
A0A4R3E0U7	unreviewed	A0A4R3E0U7_9HYPH	97	PF01402;	
A0A4R3EGT1	unreviewed	A0A4R3EGT1_9HYPH	86	PF01402;	
A0A4R3GN72	unreviewed	A0A4R3GN72_9HYPH	83	PF01402;	
A0A4R3GX81	unreviewed	A0A4R3GX81_9CAUL	154	PF08753;PF01402;	
A0A4R3IWK4	unreviewed	A0A4R3IWK4_9RHOB	193	PF13936;PF01402;	
A0A4R3KIU7	unreviewed	A0A4R3KIU7_9BACI	68	PF01402;	
A0A4R3L1R4	unreviewed	A0A4R3L1R4_9FIRM	93	PF01402;	
A0A4R3L265	unreviewed	A0A4R3L265_9BACL	90	PF01402;	
A0A4R3L352	unreviewed	A0A4R3L352_9BURK	73	PF01402;	
A0A4R3L4B4	unreviewed	A0A4R3L4B4_9BURK	92	PF01402;	
A0A4R3L8A4	unreviewed	A0A4R3L8A4_9BURK	72	PF01402;	
A0A4R3NCH4	unreviewed	A0A4R3NCH4_9HYPH	50	PF01402;	
A0A4R3NEP9	unreviewed	A0A4R3NEP9_9HYPH	52	PF01402;	
A0A4R3NFW3	unreviewed	A0A4R3NFW3_9HYPH	52	PF01402;	
A0A4R3NRU6	unreviewed	A0A4R3NRU6_9GAMM	97	PF01402;	
A0A4R3Q133	unreviewed	A0A4R3Q133_RHISU	92	PF01402;	
A0A4R3Q5X8	unreviewed	A0A4R3Q5X8_RHISU	92	PF01402;	
A0A4R3QAG4	unreviewed	A0A4R3QAG4_RHISU	101	PF01402;	
A0A4R3TAS7	unreviewed	A0A4R3TAS7_9SPHN	159	PF08753;PF01402;	
A0A4R3U793	unreviewed	A0A4R3U793_PELSC	96	PF01402;	
A0A4R3UA68	unreviewed	A0A4R3UA68_PELSC	90	PF01402;	
A0A4R3UHJ8	unreviewed	A0A4R3UHJ8_PELSC	94	PF01402;	
A0A4R3VTT3	unreviewed	A0A4R3VTT3_9GAMM	93	PF01402;	
A0A4R3X5L0	unreviewed	A0A4R3X5L0_PSEFL	87	PF01402;	
A0A4R3Y567	unreviewed	A0A4R3Y567_9PAST	93	PF01402;	
A0A4R3Y9Z7	unreviewed	A0A4R3Y9Z7_METMH	71	PF01402;	
A0A4R3YZ94	unreviewed	A0A4R3YZ94_9GAMM	95	PF01402;	
A0A4R3ZJ56	unreviewed	A0A4R3ZJ56_9ENTR	97	PF01402;	
A0A4R3ZP11	unreviewed	A0A4R3ZP11_9ACTN	94	PF01402;	
A0A4R3ZV15	unreviewed	A0A4R3ZV15_9ACTN	112	PF01402;	
A0A4R4AAC1	unreviewed	A0A4R4AAC1_LACSH	83	PF01402;	
A0A4R4BZP1	unreviewed	A0A4R4BZP1_9BURK	58	PF01402;	
A0A4R4EER2	unreviewed	A0A4R4EER2_9BACL	93	PF01402;	
A0A4R4EIY5	unreviewed	A0A4R4EIY5_9GAMM	90	PF01402;	
A0A4R4EJV9	unreviewed	A0A4R4EJV9_9GAMM	90	PF01402;	
A0A4R4FBY0	unreviewed	A0A4R4FBY0_9FIRM	117	PF05713;PF01402;	
A0A4R4HM11	unreviewed	A0A4R4HM11_9GAMM	71	PF01402;	
A0A4R4J377	unreviewed	A0A4R4J377_9GAMM	82	PF01402;	
A0A4R4J4M1	unreviewed	A0A4R4J4M1_PHOLU	95	PF01402;	
A0A4R4J769	unreviewed	A0A4R4J769_PHOLU	90	PF01402;	
A0A4R4JCJ0	unreviewed	A0A4R4JCJ0_9GAMM	89	PF01402;	
A0A4R4K025	unreviewed	A0A4R4K025_9GAMM	95	PF01402;	
A0A4R4KRV2	unreviewed	A0A4R4KRV2_9ACTN	118	PF01402;	
A0A4R4KTE9	unreviewed	A0A4R4KTE9_9ACTN	177	PF01402;	
A0A4R4MUH5	unreviewed	A0A4R4MUH5_9ACTN	65	PF01402;	
A0A4R4NYM1	unreviewed	A0A4R4NYM1_9ACTN	54	PF01402;	
A0A4R4P4B2	unreviewed	A0A4R4P4B2_9ACTN	75	PF01402;	
A0A4R4PJ73	unreviewed	A0A4R4PJ73_9ACTN	80	PF01402;	
A0A4R4PKZ4	unreviewed	A0A4R4PKZ4_9ACTN	48	PF01402;	
A0A4R4PTW0	unreviewed	A0A4R4PTW0_9ACTN	101	PF01402;	
A0A4R4PWG0	unreviewed	A0A4R4PWG0_9ACTN	100	PF01402;	
A0A4R4Q961	unreviewed	A0A4R4Q961_9ACTN	118	PF01402;	
A0A4R4RCG9	unreviewed	A0A4R4RCG9_9ACTN	85	PF01402;	
A0A4R4RHC2	unreviewed	A0A4R4RHC2_9ACTN	78	PF01402;	
A0A4R4RMT7	unreviewed	A0A4R4RMT7_9ACTN	84	PF01402;	
A0A4R4RTP6	unreviewed	A0A4R4RTP6_9ACTN	51	PF01402;	
A0A4R4SI22	unreviewed	A0A4R4SI22_9ACTN	86	PF01402;	
A0A4R4SK08	unreviewed	A0A4R4SK08_9ACTN	79	PF01402;	
A0A4R4SQY6	unreviewed	A0A4R4SQY6_9ACTN	79	PF01402;	
A0A4R4U3U5	unreviewed	A0A4R4U3U5_9ACTN	50	PF01402;	
A0A4R4V5K5	unreviewed	A0A4R4V5K5_9PSEU	65	PF01402;	
A0A4R4VTL7	unreviewed	A0A4R4VTL7_9ACTN	32	PF01402;	
A0A4R4VU64	unreviewed	A0A4R4VU64_9ACTN	94	PF01402;	
A0A4R4WIK2	unreviewed	A0A4R4WIK2_9ACTN	50	PF01402;	
A0A4R4WR46	unreviewed	A0A4R4WR46_9ACTN	54	PF01402;	
A0A4R4WTZ9	unreviewed	A0A4R4WTZ9_9ACTN	91	PF01402;	
A0A4R4XC44	unreviewed	A0A4R4XC44_9ACTN	78	PF01402;	
A0A4R4XUF8	unreviewed	A0A4R4XUF8_9ACTN	129	PF01402;	
A0A4R4YA36	unreviewed	A0A4R4YA36_9ACTN	59	PF01402;	
A0A4R4YGI8	unreviewed	A0A4R4YGI8_9PSEU	85	PF01402;	
A0A4R4YVE5	unreviewed	A0A4R4YVE5_9ACTN	54	PF01402;	
A0A4R4ZUM5	unreviewed	A0A4R4ZUM5_9ACTN	93	PF01402;	
A0A4R4ZYQ3	unreviewed	A0A4R4ZYQ3_9ACTN	72	PF01402;	
A0A4R4ZZF2	unreviewed	A0A4R4ZZF2_9ACTN	83	PF01402;	
A0A4R5A2C6	unreviewed	A0A4R5A2C6_9ACTN	57	PF01402;	
A0A4R5AKI4	unreviewed	A0A4R5AKI4_9ACTN	59	PF01402;	
A0A4R5CFR0	unreviewed	A0A4R5CFR0_9ACTN	74	PF01402;	
A0A4R5CK80	unreviewed	A0A4R5CK80_9ACTN	85	PF01402;	
A0A4R5DAM0	unreviewed	A0A4R5DAM0_9ACTN	72	PF01402;	
A0A4R5FUJ8	unreviewed	A0A4R5FUJ8_9ACTN	95	PF01402;	
A0A4R5G948	unreviewed	A0A4R5G948_9DEIO	133	PF01402;	
A0A4R5G9P8	unreviewed	A0A4R5G9P8_9DEIO	66	PF01402;	
A0A4R5KL60	unreviewed	A0A4R5KL60_9BACL	93	PF01402;	
A0A4R5L5Y7	unreviewed	A0A4R5L5Y7_9BURK	79	PF01402;	
A0A4R5L642	unreviewed	A0A4R5L642_9BURK	73	PF01402;	
A0A4R5MGK7	unreviewed	A0A4R5MGK7_9BURK	130	PF01402;	
A0A4R5U4N0	unreviewed	A0A4R5U4N0_9GAMM	42	PF01402;	
A0A4R5UK52	unreviewed	A0A4R5UK52_9HYPH	92	PF01402;	
A0A4R5WT55	unreviewed	A0A4R5WT55_9MYCO	198	PF00027;PF01402;	
A0A4R5XME6	unreviewed	A0A4R5XME6_9MICC	66	PF01402;	
A0A4R5XPJ5	unreviewed	A0A4R5XPJ5_9MICC	66	PF01402;	
A0A4R5YIF0	unreviewed	A0A4R5YIF0_KOCRO	89	PF01402;	
A0A4R5ZT70	unreviewed	A0A4R5ZT70_9RHOB	81	PF01402;	
A0A4R6BHG0	unreviewed	A0A4R6BHG0_9STAP	49	PF01402;	
A0A4R6DVJ4	unreviewed	A0A4R6DVJ4_9RHOO	107	PF01402;	
A0A4R6E2H1	unreviewed	A0A4R6E2H1_9ENTR	104	PF01402;	
A0A4R6EYP3	unreviewed	A0A4R6EYP3_9ENTR	97	PF01402;	
A0A4R6F7T8	unreviewed	A0A4R6F7T8_9BURK	49	PF01402;	
A0A4R6FRM6	unreviewed	A0A4R6FRM6_9SPHN	110	PF01402;	
A0A4R6FWF2	unreviewed	A0A4R6FWF2_9SPHN	134	PF01402;	
A0A4R6H625	unreviewed	A0A4R6H625_9BACT	133	PF08753;PF01402;	
A0A4R6HQB3	unreviewed	A0A4R6HQB3_9GAMM	90	PF01402;	
A0A4R6I473	unreviewed	A0A4R6I473_9GAMM	92	PF01402;	
A0A4R6JBD0	unreviewed	A0A4R6JBD0_9ACTN	167	PF01402;	
A0A4R6KCD8	unreviewed	A0A4R6KCD8_9ACTN	75	PF01402;	
A0A4R6KGQ5	unreviewed	A0A4R6KGQ5_9ACTN	54	PF01402;	
A0A4R6KHD3	unreviewed	A0A4R6KHD3_9ACTN	73	PF01402;	
A0A4R6KYR9	unreviewed	A0A4R6KYR9_9ACTN	91	PF01402;	
A0A4R6KZR3	unreviewed	A0A4R6KZR3_9ACTN	54	PF01402;	
A0A4R6LR02	unreviewed	A0A4R6LR02_9ACTN	257	PF01402;PF03887;	
A0A4R6LS76	unreviewed	A0A4R6LS76_9ACTN	203	PF01402;	
A0A4R6LYU4	unreviewed	A0A4R6LYU4_9FIRM	82	PF01402;	
A0A4R6N3N3	unreviewed	A0A4R6N3N3_9BURK	119	PF01402;	
A0A4R6PMI3	unreviewed	A0A4R6PMI3_9NOCA	74	PF01402;	
A0A4R6PN09	unreviewed	A0A4R6PN09_9NOCA	80	PF01402;	
A0A4R6R4Q0	unreviewed	A0A4R6R4Q0_9BURK	96	PF01402;	
A0A4R6TTD2	unreviewed	A0A4R6TTD2_9GAMM	90	PF01402;	
A0A4R6TVU9	unreviewed	A0A4R6TVU9_9BURK	103	PF01402;	
A0A4R6U6Q2	unreviewed	A0A4R6U6Q2_9BURK	78	PF01402;	
A0A4R6UVR7	unreviewed	A0A4R6UVR7_9ACTN	65	PF01402;	
A0A4R6VKF9	unreviewed	A0A4R6VKF9_9HYPH	62	PF01402;	
A0A4R6VMP9	unreviewed	A0A4R6VMP9_9PSEU	66	PF01402;	
A0A4R6Y1U6	unreviewed	A0A4R6Y1U6_9HYPH	141	PF01402;	
A0A4R6Y2A0	unreviewed	A0A4R6Y2A0_9HYPH	96	PF01402;	
A0A4R6ZXX1	unreviewed	A0A4R6ZXX1_9GAMM	92	PF01402;	
A0A4R7BWC9	unreviewed	A0A4R7BWC9_9HYPH	93	PF01402;	
A0A4R7C999	unreviewed	A0A4R7C999_9HYPH	90	PF01402;	
A0A4R7DWY5	unreviewed	A0A4R7DWY5_9FIRM	82	PF01402;	
A0A4R7DX30	unreviewed	A0A4R7DX30_9FIRM	150	PF01402;	
A0A4R7G160	unreviewed	A0A4R7G160_9GAMM	92	PF01402;	
A0A4R7HZ14	unreviewed	A0A4R7HZ14_9ACTN	94	PF01402;	
A0A4R7J2X8	unreviewed	A0A4R7J2X8_9ACTN	109	PF01402;	
A0A4R7J3R9	unreviewed	A0A4R7J3R9_9ACTN	85	PF01402;	
A0A4R7JQY3	unreviewed	A0A4R7JQY3_9ACTN	64	PF01402;	
A0A4R7KVX0	unreviewed	A0A4R7KVX0_9CLOT	107	PF01402;	
A0A4R7LK60	unreviewed	A0A4R7LK60_9MICC	78	PF01402;	
A0A4R7MTZ6	unreviewed	A0A4R7MTZ6_9ACTN	96	PF01402;	
A0A4R7MW77	unreviewed	A0A4R7MW77_9ACTN	86	PF01402;	
A0A4R7SYQ8	unreviewed	A0A4R7SYQ8_9ACTN	75	PF01402;	
A0A4R7T595	unreviewed	A0A4R7T595_9ACTN	54	PF01402;	
A0A4R7TDS5	unreviewed	A0A4R7TDS5_9ACTN	91	PF01402;	
A0A4R7UDV3	unreviewed	A0A4R7UDV3_9MOLU	54	PF01402;	
A0A4R7UY80	unreviewed	A0A4R7UY80_9PSEU	68	PF01402;	
A0A4R7WZ73	unreviewed	A0A4R7WZ73_9PSED	79	PF01402;	
A0A4R7YV42	unreviewed	A0A4R7YV42_9GAMM	90	PF01402;	
